id,api,grade,afsc,aircraft,unit,state,location,conus
851,6,2,11F3H,F-16,52 OPERATIONS SUPPORT SQUADRON,TX,SPANGDAHLEM AB,CONUS
852,6,3,11F3H,F-16,52 OPERATIONS SUPPORT SQUADRON,TX,SPANGDAHLEM AB,CONUS
853,6,5,11F3H,F-16,52 OPERATIONS SUPPORT SQUADRON,TX,SPANGDAHLEM AB,CONUS
854,1,2,11F3H,F-16,480 FIGHTER SQUADRON,TX,SPANGDAHLEM AB,CONUS
855,1,3,11F3H,F-16,480 FIGHTER SQUADRON,TX,SPANGDAHLEM AB,CONUS
856,1,4,11F3H,F-16,480 FIGHTER SQUADRON,TX,SPANGDAHLEM AB,CONUS
857,6,5,11F3H,F-16,480 FIGHTER SQUADRON,TX,SPANGDAHLEM AB,CONUS
858,6,5,11F3Y,General,52 OPERATIONS GROUP (DET 1),TX,LASK,CONUS
859,6,3,11F3Y,General,AF FLT STD AGENCY - FOA,TX,WILL ROGERS WORLD,CONUS
860,6,4,11F3Y,General,AF FLT STD AGENCY - FOA,TX,WILL ROGERS WORLD,CONUS
861,8,5,11F4Y,General,AF FLT STD AGENCY - FOA,TX,WILL ROGERS WORLD,CONUS
862,1,3,11F3F,F-15,433 WEAPONS SQUADRON (OL A),TX,FRESNO IAP,CONUS
863,8,6,11F4Y,General,1 AIR FORCE,FL,TYNDALL,CONUS
864,6,3,11F3Z,Other,325 FIGHTER WING,FL,TYNDALL,CONUS
865,6,4,11F3J,F-22,325 FIGHTER WING,FL,TYNDALL,CONUS
866,6,5,11F3Y,General,325 FIGHTER WING,FL,TYNDALL,CONUS
867,1,3,11F3Z,Other,82 AERIAL TARGETS SQUADRON,FL,TYNDALL,CONUS
868,6,4,11F3Z,Other,82 AERIAL TARGETS SQUADRON,FL,TYNDALL,CONUS
869,6,5,11F3Z,Other,82 AERIAL TARGETS SQUADRON,FL,TYNDALL,CONUS
870,1,2,11F3F,F-15,83 FIGHTER WEAPONS SQUADRON,FL,TYNDALL,CONUS
871,1,3,11F3Y,General,83 FIGHTER WEAPONS SQUADRON,FL,TYNDALL,CONUS
872,1,4,11F3J,F-22,83 FIGHTER WEAPONS SQUADRON,FL,TYNDALL,CONUS
873,6,5,11F3Y,General,83 FIGHTER WEAPONS SQUADRON,FL,TYNDALL,CONUS
874,1,2,11F3J,F-22,43 FIGHTER SQUADRON,FL,TYNDALL,CONUS
875,1,3,11F3J,F-22,43 FIGHTER SQUADRON,FL,TYNDALL,CONUS
876,1,4,11F3J,F-22,43 FIGHTER SQUADRON,FL,TYNDALL,CONUS
877,6,5,11F3J,F-22,43 FIGHTER SQUADRON,FL,TYNDALL,CONUS
878,6,3,11F3Z,Other,325 OPERATIONS GROUP,FL,TYNDALL,CONUS
879,6,5,11F3Y,General,325 OPERATIONS GROUP,FL,TYNDALL,CONUS
880,6,3,11F3Y,General,325 TRAINING SUPPORT SQUADRON,FL,TYNDALL,CONUS
881,6,4,11F3J,F-22,325 TRAINING SUPPORT SQUADRON,FL,TYNDALL,CONUS
882,6,5,11F3Y,General,325 TRAINING SUPPORT SQUADRON,FL,TYNDALL,CONUS
883,6,3,11F3J,F-22,325 OPERATIONS SUPPORT SQUADRON,FL,TYNDALL,CONUS
884,6,4,11F3Y,General,325 OPERATIONS SUPPORT SQUADRON,FL,TYNDALL,CONUS
885,6,5,11F3J,F-22,325 OPERATIONS SUPPORT SQUADRON,FL,TYNDALL,CONUS
886,6,5,11F3H,F-16,53 TEST SUPPORT SQUADRON,FL,TYNDALL,CONUS
887,1,2,11F3J,F-22,95 FIGHTER SQUADRON,FL,TYNDALL,CONUS
888,1,3,11F3J,F-22,95 FIGHTER SQUADRON,FL,TYNDALL,CONUS
889,1,4,11F3J,F-22,95 FIGHTER SQUADRON,FL,TYNDALL,CONUS
890,6,5,11F3J,F-22,95 FIGHTER SQUADRON,FL,TYNDALL,CONUS
891,1,2,11F3Z,Other,2 FIGHTER TRNG SQUADRON,FL,TYNDALL,CONUS
892,1,3,11F3Z,Other,2 FIGHTER TRNG SQUADRON,FL,TYNDALL,CONUS
893,1,4,11F3Z,Other,2 FIGHTER TRNG SQUADRON,FL,TYNDALL,CONUS
894,6,5,11F3Z,Other,2 FIGHTER TRNG SQUADRON,FL,TYNDALL,CONUS
895,4,4,11F4B,A-10,1 AIR FORCE (OL ANG0),FL,TYNDALL,CONUS
896,8,5,11F4Y,General,1 AIR FORCE (OL ANG0),FL,TYNDALL,CONUS
897,4,6,11F4F,F-15,1 AIR FORCE (OL ANG0),FL,TYNDALL,CONUS
898,6,5,11F3H,F-16,482 OPERATIONS GROUP (DET 1),SC,SHAW,CONUS
899,1,4,11F3Y,General,706 FIGHTER SQUADRON,NV,NELLIS,CONUS
900,6,5,11F3Y,General,706 FIGHTER SQUADRON,NV,NELLIS,CONUS
901,1,2,11F3B,A-10,358 FIGHTER SQUADRON (OL A),TX,SELFRIDGE,CONUS
902,1,2,11F3B,A-10,358 FIGHTER SQUADRON (OL B),TX,FORT WAYNE,CONUS
903,1,2,11F3B,A-10,358 FIGHTER SQUADRON (OL C),TX,MARTIN STATE,CONUS
904,1,2,11F3B,A-10,358 FIGHTER SQUADRON (OL D),TX,BOISE AIR TERMINA,CONUS
905,1,2,11F3B,A-10,358 FIGHTER SQUADRON,TX,WHITEMAN,CONUS
906,1,3,11F3B,A-10,358 FIGHTER SQUADRON,TX,WHITEMAN,CONUS
907,6,5,11F3B,A-10,358 FIGHTER SQUADRON,TX,WHITEMAN,CONUS
908,4,4,12F4F,F-15E WSO,AFELM US ARMY-CGSC COLLEGE,TX,FT LEAVENWORTH,CONUS
909,4,6,11F4Y,General,AFELM US ARMY-CGSC COLLEGE,TX,FT LEAVENWORTH,CONUS
910,8,4,11F4F,F-15,5 AIR FORCE,TX,YOKOTA,OCONUS
911,4,5,11F4Y,General,5 AIR FORCE,TX,YOKOTA,OCONUS
912,8,6,11F4Y,General,5 AIR FORCE,TX,YOKOTA,OCONUS
913,4,5,11F4Y,General,AFELM US FOR JAPAN US PACIFIC COMMAND (OL Q00),TX,YOKOTA,OCONUS
914,4,6,11F4Y,General,AFELM US FOR JAPAN US PACIFIC COMMAND (OL Q00),TX,YOKOTA,OCONUS
